RouteID,Route,Date,Route Type,Alpine,Rating,Safety,Avg Stars,Pitches,Lead Style,Attempts
106011585,Stacked Deck,2017-07-16,Sport,0,5.10b,G,2.4,1,Onsight/Flash,1
106011590,Red as a Blooming Rose,2017-07-12,Sport,0,5.11a,G,2.8,1,Onsight/Flash,1
106011593,Iron Horse with a Twisted Heart,2017-07-12,Sport,0,5.9,G,1.7,1,Onsight/Flash,1
106015558,The Raw and the Roasted,2017-10-21,Sport,0,5.11,G,3.7,1,Onsight/Flash,1
106018126,Watts Totts,2023-12-11,Sport,0,5.12b,G,3.4,1,Fell/Hung,1
106032117,The Lifus's Farm Tools,2022-01-16,Sport,0,5.10b,G,3.0,1,Onsight/Flash,1
106032123,The Function,2022-01-16,Sport,0,5.11b,G,3.6,1,Fell/Hung,1
106032904,Time To Shower,2023-12-13,Sport,0,5.8,G,2.0,1,Onsight/Flash,1
106033329,Humboldt Current,2024-03-14,Sport,0,5.10a/b,G,2.6,1,Onsight/Flash,1
106035142,Pop Quiz (aka Brown on Butter),2019-02-26,Trad,0,5.11-,G,2.7,1,Fell/Hung,1
106059648,King Coral,2022-01-16,Sport,0,5.11a,G,3.7,1,Onsight/Flash,1
106059659,Under the Milky Way,2022-01-16,Sport,0,5.10d,G,2.5,1,Onsight/Flash,1
106069528,Great White,2024-03-14,Sport,0,5.12,G,3.7,1,Fell/Hung,1
106070704,Tobacco Road,2023-08-30,Sport,0,5.12a/b,G,3.0,1,Fell/Hung,1
106070861,Darkness At Noon,2023-12-11,Sport,0,5.13a,G,4.0,1,Fell/Hung,1
106072248,The Squamish Buttress,2022-08-07,Trad,0,5.10c,G,3.1,7,Onsight/Flash,1
106081850,High Plains Drifter,2017-07-15,Sport,0,5.11a,G,2.5,1,Onsight/Flash,1
106081874,Doob Loob,2018-07-12,Sport,0,5.10b,G,3.5,1,Onsight/Flash,1
106081917,Whip-Stocking,2023-09-22,Sport,0,5.11a,G,3.7,1,Onsight/Flash,1
106081922,Breakfast Burrito,2021-10-01,Sport,0,5.10c/d,G,3.7,1,Onsight/Flash,1
106081931,Fire and Brimstone,2023-09-22,Sport,0,5.10d,G,3.6,1,Onsight/Flash,1
106087318,Stickin' It To The Man,2017-05-20,Sport,0,5.10a,G,3.0,1,Onsight/Flash,1
106099070,It,2021-10-02,Sport,0,5.10a,G,2.2,1,Onsight/Flash,1
106119076,Black Dog,2020-03-24,Sport,0,5.9+,G,2.1,1,Onsight/Flash,1
106121243,"Biochemically Compacted Sexual Affection (aka, ""Sex"")",2024-03-21,Sport,0,5.12a,G,3.8,1,Onsight/Flash,1
106121898,Super Dario,2023-09-26,Sport,0,5.11a,G,3.6,1,Onsight/Flash,1
106125070,A Brief History of Climb,2021-09-29,Sport,0,5.10b,G,3.7,1,Onsight/Flash,1
106126167,Is This For Real?,2017-10-01,Trad,0,5.10,G,3.6,1,Onsight/Flash,1
106126227,Storm,2017-05-06,Trad,0,5.12b,G,3.6,1,Redpoint,2
106127916,Geezers Go Sport,2023-09-20,Sport,0,5.11b,G,3.3,1,Onsight/Flash,1
106127925,Monkey in the Middle,2023-09-20,Sport,0,5.11a,G,3.5,1,Onsight/Flash,1
106132213,Twinkie,2021-09-27,Sport,0,5.12a,G,3.9,1,Fell/Hung,1
106135291,Ride My See-saw,2022-03-27,Sport,0,5.10a,G,1.5,1,Onsight/Flash,1
106143915,Fingers,2023-11-15,Trad,0,5.7+,G,2.0,1,Onsight/Flash,1
106153682,Chainsaw Massacre,2021-10-01,Sport,0,5.12a,G,3.1,1,Fell/Hung,1
106159394,Step Right This Way,2018-06-03,Sport,0,5.10c,G,2.7,1,Onsight/Flash,1
106160862,Los Pepes,2017-10-22,Sport,0,5.10a,G,2.8,1,Onsight/Flash,1
106161870,Flesh Tuxedo,2018-01-06,Sport,0,5.11a,G,3.1,1,Onsight/Flash,1
106164016,Turkey's Bleak,2022-03-13,Sport,0,5.10a,G,2.3,1,Onsight/Flash,1
106170444,Silver Dollar,2021-07-03,Sport,0,5.10d,G,2.5,1,Fell/Hung,1
106170472,Crab Nation,2019-12-12,Sport,0,5.10a,G,2.3,1,Onsight/Flash,1
106181792,Sand Witch,2024-05-17,Sport,0,5.11,G,2.4,1,Fell/Hung,1
106188277,Boomstick Crack,2022-08-12,Trad,0,5.6,G,2.9,2,Onsight/Flash,1
106193137,Captain Xenolith,2021-03-07,Sport,0,5.10b,G,2.3,1,Onsight/Flash,1
106193308,Rickles,2017-09-09,Sport,0,5.8-,G,2.4,1,Onsight/Flash,1
106198096,Left Cheek,2021-07-04,Sport,0,5.9,G,2.3,1,Onsight/Flash,1
106207369,Powder Max,2021-07-04,Sport,0,5.11a,G,2.1,1,Onsight/Flash,1
106207686,The Shaft,2020-07-26,Sport,0,5.12b,G,3.8,1,Fell/Hung,1
106207924,Purple Nehi,2023-10-01,Sport,0,5.11b/c,G,3.6,1,Onsight/Flash,1
106210086,Walking With A Ghost,2017-06-06,Sport,0,5.11b/c,G,3.5,1,Redpoint,2
106210757,Huggys Pull-up,2018-07-14,Sport,0,5.9,G,1.6,1,Onsight/Flash,1
106232722,Atheist Childhood,2023-08-14,Sport,0,5.11a,G,3.3,1,Onsight/Flash,1
106232758,Women Vs. The Eternal Masculine,2023-08-14,Sport,0,5.10c,G,2.2,1,Onsight/Flash,1
106232767,Auto Erotic Decapitation,2023-08-14,Sport,0,5.10b,G,2.2,1,Onsight/Flash,1
106234501,Cirque du Sauve,2018-07-14,Sport,0,5.10b,G,2.7,1,Onsight/Flash,1
106236039,Orphan,2024-09-01,Trad,0,5.9,G,2.7,1,Onsight/Flash,1
106239714,Rattlesnake Shake,2018-06-04,Sport,0,5.9+,G,3.0,1,Onsight/Flash,1
106240353,Burning Down the Couch,2024-09-07,Sport,0,5.11d,G,3.8,1,Fell/Hung,2
106244272,Lucky Groove,2019-08-24,Sport,0,5.9,G,2.8,1,Onsight/Flash,1
106248473,Pryor,2017-09-09,Sport,0,5.10a,G,2.4,1,Onsight/Flash,1
106255900,Five Finger Discount,2021-11-07,Sport,0,5.10a,G,2.5,1,Onsight/Flash,1
106260087,Balaam,2021-08-01,Sport,0,5.11c/d,G,3.0,1,Fell/Hung,1
106260100,Yadda Yadda Yadda,2023-09-22,Sport,0,5.11b,G,2.9,1,Onsight/Flash,1
106263982,Totally Flaked,2020-09-11,Sport,0,5.10a,G,3.2,1,Onsight/Flash,1
106274886,Classic Handcrack,2024-03-28,Trad,0,5.9,G,3.3,3,Onsight/Flash,1
106276350,Dillinger,2020-12-27,Sport,0,5.9,G,2.2,1,Onsight/Flash,1
106289170,Gun Lust,2023-08-30,Sport,0,5.10c,G,2.3,1,Onsight/Flash,1
106293592,Sparkling Zygote,2017-11-12,Trad,0,5.10-,G,2.9,1,Onsight/Flash,1
106296529,Courage and Enlightenment,2022-01-15,Sport,0,5.11d,G,2.4,1,Fell/Hung,1
106300140,Mogo Chaji,2020-09-14,Sport,0,5.12a,G,3.9,1,Fell/Hung,1
106302512,Mock Duck RS,2020-09-13,Sport,0,5.10b,G,2.8,1,Onsight/Flash,1
106309924,Scar Tissue,2023-09-20,Sport,0,5.12a,G,3.5,1,Redpoint,4
106309932,Cannonball,2023-09-20,Sport,0,5.11b,G,3.0,1,Onsight/Flash,1
106310756,The Chaser,2020-11-08,Sport,0,5.11-,G,2.4,1,Onsight/Flash,1
106310770,Execution,2020-11-08,Sport,0,5.11b/c,G,2.7,1,Onsight/Flash,1
106311413,Shadow Play,2020-11-08,Sport,0,5.11c,G,2.9,1,Fell/Hung,1
106315445,Freedom Fries,2017-06-06,Sport,0,5.11b,G,2.5,1,Onsight/Flash,1
106316700,Pretty Boy Floyd,2020-12-27,Sport,0,5.8,G,2.4,1,Onsight/Flash,1
106329028,Axis of Evil,2018-12-15,Sport,0,5.10d,G,2.4,1,Onsight/Flash,1
106337175,Recession Arete,2017-11-18,Sport,0,5.11d,G,2.8,1,Redpoint,2
106337191,The Mummy,2017-10-28,Trad,0,5.8,G,1.9,1,Onsight/Flash,1
106344281,Kodachrome,2022-03-13,Sport,0,5.9,G,1.9,1,Onsight/Flash,1
106363085,Ripped,2021-12-25,Sport,0,5.10b,G,2.7,1,Onsight/Flash,1
106370147,California Dreamin',2024-04-10,Sport,0,5.9+,G,2.1,1,Onsight/Flash,1
106376127,Slap Happy,2018-01-27,Sport,0,5.12a,G,3.3,1,Redpoint,2
106378499,Anything But Bush,2024-04-10,Sport,0,5.10d,G,2.3,1,Fell/Hung,1
106382806,Bloodshot,2023-12-05,Sport,0,5.11c,G,3.7,1,Redpoint,2
106394696,Urban Cowboy,2017-11-25,Sport,0,5.12a,G,3.1,1,Redpoint,2
106404789,Woman In The Meadow,2024-10-06,Sport,0,5.11a,G,3.3,1,Redpoint,2
106415046,Arresting Arete,2023-07-16,Sport,0,5.10d,G,2.0,1,Onsight/Flash,1
106423153,Puking Yuppies,2019-12-11,Sport,0,5.11a,G,2.8,1,Redpoint,2
106423168,Starving Hippies,2016-01-23,Sport,0,5.11c,G,2.5,1,Onsight/Flash,1
106432223,Hard Kor,2018-04-22,Sport,0,5.12b,G,2.7,1,Redpoint,6
106461172,Out of the Bag,2023-08-29,Sport,0,5.11d,G,3.6,1,Fell/Hung,1
106480421,Home Alone,2018-07-15,Sport,0,5.8,G,2.8,1,Onsight/Flash,1
106480921,Frank's Tame Years,2017-11-18,Trad,0,5.11a,G,2.9,1,Redpoint,2
106495528,Calculus Crack,2022-08-01,Trad,0,5.8,G,3.2,1,Onsight/Flash,1
106506935,Venice Beach,2017-08-09,Sport,0,5.8,G,2.1,1,Onsight/Flash,1
106508340,Premarital Drilling,2021-10-07,Sport,0,5.10b,G,2.2,1,Onsight/Flash,1
106511539,Go Down Gambling,2021-07-05,Sport,0,5.10c,G,2.4,1,Onsight/Flash,1
106511980,Box of Rain,2018-07-31,Sport,0,5.8,G,2.1,1,Onsight/Flash,1
106515299,Pistola,2021-05-16,Sport,0,5.12a,G,2.8,1,Redpoint,3
106517680,Diamonds and Rain,2018-07-12,Sport,0,5.12a,G,3.5,1,Redpoint,3
106517711,Route 66,2023-12-17,Trad,0,5.7,G,2.4,1,Onsight/Flash,1
106517818,Saddle Up,2018-07-12,Sport,0,5.9,G,1.9,1,Onsight/Flash,1
106521564,Edible Panties,2022-08-04,Trad,0,5.7+,G,2.7,1,Onsight/Flash,1
106522090,Brother Toad,2021-07-05,Sport,0,5.10d,G,2.7,1,Onsight/Flash,1
106524966,Wizard's Path,2022-06-12,Sport,0,5.11a,G,3.5,1,Onsight/Flash,1
106527496,No Name Road,2024-09-05,Sport,0,5.11b,G,3.7,1,Onsight/Flash,1
106537631,Joy of Heresy,2023-08-14,Sport,0,5.11d,G,3.8,1,Onsight/Flash,1
106538438,Dark Horse,2022-06-12,Sport,0,5.10c,G,2.5,1,Redpoint,2
106538772,Licorice Stick,2018-07-12,Sport,0,5.8,G,1.8,1,Onsight/Flash,1
106543029,Jackalope & Boomslang,2019-07-05,Sport,0,5.10a,G,2.2,1,Onsight/Flash,1
106544067,Buffalo Soldier,2019-07-06,Sport,0,5.10b,G,2.8,1,Onsight/Flash,1
106555187,Rumpleminze aka Drillin' the Bush,2017-08-29,Sport,0,5.10+,G,2.1,1,Onsight/Flash,1
106577204,Random Precision,2021-09-29,Sport,0,5.11b,G,3.7,1,Redpoint,2
106579832,Lynx Jinx,2023-09-20,Sport,0,5.11c,G,3.3,1,Onsight/Flash,1
106586504,Air Ride Equipped,2023-09-19,Sport,0,5.11a,G,3.6,1,Onsight/Flash,1
106603108,Captain Blondie Sinks The Ship,2023-09-18,Sport,0,5.11-,G,2.8,1,Onsight/Flash,1
106605255,Soul Finger,2019-07-04,Sport,0,5.11a,G,2.7,1,Onsight/Flash,1
106609255,Spam,2024-04-04,Trad,0,5.9,G,2.2,1,Onsight/Flash,1
106613059,The Stinger Arete,2022-02-14,Sport,0,5.12b/c,G,3.4,1,Redpoint,3
106617956,Standing Room Only,2021-10-07,Sport,0,5.11a,G,3.6,1,Onsight/Flash,1
106634104,Supermax,2023-03-11,Sport,0,5.11d,G,3.7,1,Fell/Hung,1
106661839,Bluesfish,2023-03-18,Sport,0,5.11a,G,1.6,1,Redpoint,2
106669533,Flying Fish,2018-02-03,Sport,0,5.12d,G,3.6,1,Fell/Hung,1
106673268,Voyage of the Cowdog,2024-03-06,Sport,0,5.8+,G,3.3,5,Onsight/Flash,1
106678821,Fish N' Chips,2024-03-06,Sport,0,5.10c,G,3.4,1,Onsight/Flash,1
106681283,The Witch Doctor's Apprentice,2024-09-09,Trad,0,5.9,G,2.8,2,Onsight/Flash,1
106702950,Different Strokes,2021-09-29,Sport,0,5.11c,G,3.1,1,Redpoint,2
106765885,Leverage,2022-01-15,Sport,0,5.10c,G,2.5,1,Onsight/Flash,1
106775569,The Hoosier,2021-10-08,Sport,0,5.11c,G,3.2,1,Onsight/Flash,1
106782760,Lost in Space,2024-03-08,Sport,0,5.10b/c,G,3.0,4,Fell/Hung,1
106784951,Bolt From the Blue,2024-03-07,Sport,0,5.12a,G,3.7,1,Onsight/Flash,1
106805444,Waves of Thunder,2023-08-08,Trad,0,5.10b,G,3.0,1,Onsight/Flash,1
106811063,Trigger Happy,2023-08-30,Sport,0,5.10a,G,2.4,1,Onsight/Flash,1
106811713,Royal Flush,2017-06-10,Sport,0,5.9,G,3.0,8,Onsight/Flash,1
106818981,Cocaine Rodeo,2018-06-05,Sport,0,5.12a,G,3.8,1,Onsight/Flash,1
106820788,Face Melter Roof,2018-06-04,Sport,0,5.11c,G,3.2,1,Onsight/Flash,1
106822355,Holiday in Cambodia,2024-09-01,Trad,0,5.8,G,2.3,1,Onsight/Flash,1
106831583,B-Gizzle,2024-06-16,Sport,0,5.10d,G,2.7,1,Fell/Hung,1
106852135,Depth Charge,2023-09-02,Sport,0,5.12b,G,4.0,1,Fell/Hung,1
106852348,Super Best Friends,2023-09-27,Sport,0,5.12b,G,3.8,1,Redpoint,2
106852720,Irish Blood,2019-04-27,Sport,0,5.10a,G,2.0,1,Onsight/Flash,1
106853498,Macauley's Irish Stout,2023-09-02,Sport,0,5.12b,G,3.0,1,Fell/Hung,1
106859110,Refiner,2017-08-13,Sport,0,5.11a,G,3.1,1,Onsight/Flash,1
106859120,Giant Dihedral,2017-08-13,Trad,0,5.8,G,2.9,2,Onsight/Flash,1
106864599,The Squamish Butt Face,2022-08-12,Trad,0,5.9,G,3.1,6,Onsight/Flash,1
106873883,U-Boat,2023-09-02,Sport,0,5.12a,G,3.3,1,Redpoint,2
106875622,Transformation,2017-06-17,Sport,0,5.11,G,3.7,4,Onsight/Flash,1
106878183,The Enlightened Path,2019-06-30,Sport,0,5.11c,G,3.0,1,Onsight/Flash,1
106878189,Exodus,2021-09-05,Sport,0,5.11a,G,2.5,1,Onsight/Flash,1
106882008,The Solace of Bolted Faces,2022-07-09,Sport,0,5.12a,G,3.2,1,Onsight/Flash,1
106882881,Genesis,2019-05-26,Sport,0,5.12a,G,3.9,1,Fell/Hung,1
106885267,Butch Pocket and the Sundance Pump,2022-07-06,Sport,0,5.12a,G,3.5,1,Fell/Hung,1
106885276,Gun Street Girl,2022-07-06,Sport,0,5.12b,G,3.3,1,Fell/Hung,1
106895798,Mosaic,2023-09-24,Sport,0,5.12c,G,3.7,1,Fell/Hung,1
106904122,Shasta,2023-12-17,Trad,0,5.8,G,2.8,1,Onsight/Flash,1
106919039,La Primera Vez,2022-01-16,Sport,0,5.10c,G,2.8,1,Onsight/Flash,1
106919060,Churning in the Cheese,2022-01-16,Sport,0,5.10d,G,3.0,1,Onsight/Flash,1
106930714,Gym Jones Approved,2023-09-18,Sport,0,5.11b,G,2.5,1,Onsight/Flash,1
106937674,One-Armed Bandit,2023-09-18,Sport,0,5.9,G,2.5,1,Onsight/Flash,1
106937809,Dude's Jam Crack,2018-07-28,Trad,0,5.10d,G,3.1,1,Redpoint,2
106940388,Any Doodle Do,2018-07-28,Sport,0,5.10b,G,2.1,1,Onsight/Flash,1
106940394,Dude's Five Nine,2018-07-28,Sport,0,5.9,G,1.8,1,Onsight/Flash,1
106940412,In Harmsen's Way,2018-07-28,Sport,0,5.10a,G,2.0,1,Onsight/Flash,1
106946197,Doorf,2020-09-12,Sport,0,5.9+,G,2.6,1,Onsight/Flash,1
106949735,"Badgering the Witness a.k.a. ""The Drilled Sergeant""",2020-09-12,Sport,0,5.11a,G,3.4,1,Onsight/Flash,1
106950430,Manifesto,2019-03-01,Trad,0,5.10,G,3.2,1,Onsight/Flash,1
106950462,Hot Sex,2019-03-01,Trad,0,5.9,G,2.8,1,Onsight/Flash,1
106956490,Puppy Love,2021-11-28,Sport,0,5.11d,G,3.4,1,Fell/Hung,1
106956500,Girls With Guns,2021-11-28,Sport,0,5.10d,G,3.4,1,Onsight/Flash,1
106980972,Gold Rush,2023-09-24,Sport,0,5.11d,G,3.8,1,Redpoint,2
106985519,Wooly Bully,2018-03-11,Sport,0,5.12d,G,3.2,1,Fell/Hung,5
106990678,Lamont's Period,2020-12-25,Sport,0,5.8,G,2.5,1,Onsight/Flash,1
106994597,Piñon Slalom,2022-01-17,Sport,0,5.9,G,2.1,1,Onsight/Flash,1
107015770,PipeStoned,2020-09-11,Sport,0,5.10c,G,2.7,1,Onsight/Flash,1
107018099,Knot Too Many Roaches,2020-12-26,Sport,0,5.10a/b,G,2.3,1,Onsight/Flash,1
107018131,New Comer (aka New Corner),2020-12-27,Sport,0,5.10a,G,2.5,1,Onsight/Flash,1
107019607,The Richness of It All,2023-11-05,Sport,0,5.12a,G,3.7,4,Redpoint,2
107025270,Season Down Under,2022-01-17,Sport,0,5.10b,G,2.7,1,Onsight/Flash,1
107040067,Doritos,2024-03-05,Sport,0,5.12c,G,3.1,1,Fell/Hung,1
107041112,Hume's Horror,2018-02-18,Sport,0,5.9+,G,2.4,1,Onsight/Flash,1
107044408,Grateful Head,2020-11-29,Sport,0,5.9+,G,1.8,1,Onsight/Flash,1
107050005,Watusi Afterworld,2020-11-29,Sport,0,5.10a,G,1.8,1,Fell/Hung,1
107063882,Muffin Man (aka Leaning Corner or Moderation),2023-11-17,Trad,0,5.9-,G,2.6,1,Onsight/Flash,1
107063887,Uncle Remus (aka Short Corner),2023-11-17,Trad,0,5.10+,G,3.2,1,Fell/Hung,1
107072848,Ludlow Massacre,2019-01-19,Sport,0,5.11a/b,G,3.1,1,Onsight/Flash,1
107077976,2-fer,2017-05-28,Trad,0,5.10-,G,2.2,1,Onsight/Flash,1
107083717,Unknown Arete,2017-10-01,Trad,0,5.7,G,2.2,1,Onsight/Flash,1
107098593,Y- Left (submitted as Why Left),2018-01-14,Sport,0,5.12b,G,2.5,1,Fell/Hung,1
107106829,Trundle,2019-01-05,Sport,0,5.10a,PG13,1.1,1,Onsight/Flash,1
107114205,Induction Oven,2018-02-18,Sport,0,5.10a/b,G,2.3,1,Onsight/Flash,1
107118780,Love Your Enemies,2019-07-24,Trad,0,5.12a/b,G,3.1,1,Fell/Hung,1
107129268,Holy Mackerel,2022-11-20,Sport,0,5.10b/c,G,2.4,1,Onsight/Flash,1
107132491,Bottled Up Warrior,2021-10-08,Sport,0,5.12b,G,3.6,1,Fell/Hung,1
107142442,Back to Zero,2024-09-22,Sport,0,5.9,G,2.3,1,Onsight/Flash,1
107142449,Feel On,2024-09-22,Sport,0,5.10b,G,2.7,1,Onsight/Flash,1
107142457,Cavebird,2024-09-22,Sport,0,5.9+,G,2.1,1,Onsight/Flash,1
107142462,Feel On Baby,2024-09-22,Sport,0,5.10b,G,2.8,1,Onsight/Flash,1
107153195,Spike aka BR 1,2024-12-22,Sport,0,5.9,G,2.0,1,Onsight/Flash,1
107166707,Room Service,2021-07-05,Sport,0,5.11c,G,2.3,1,Onsight/Flash,1
107187071,Dr. Ceuse,2024-09-29,Sport,0,5.10a,G,3.5,1,Onsight/Flash,1
107191094,Wutang,2022-07-08,Sport,0,5.11b,G,2.1,1,Redpoint,2
107196033,The Bottom Line,2022-08-01,Trad,0,5.9,G,2.3,3,Fell/Hung,1
107207724,Borat,2022-06-18,Sport,0,5.11b,G,2.6,1,Onsight/Flash,1
107212605,Nose Picking Good,2017-05-26,Sport,0,5.8+,G,1.7,1,Onsight/Flash,1
107220802,The Juvenile,2020-09-12,Sport,0,5.12a,G,3.8,1,Redpoint,2
107222386,Lean Into It,2020-11-29,Sport,0,5.9+,G,1.7,1,Onsight/Flash,1
107227230,Dry Wall 85,2018-06-06,Sport,0,5.10,G,2.8,1,Onsight/Flash,1
107230326,Going Greek,2021-07-04,Sport,0,5.9,G,2.4,1,Onsight/Flash,1
107233036,Home Wrecker,2021-07-03,Sport,0,5.9,G,1.8,1,Onsight/Flash,1
107235387,Small Fry,2017-09-09,Sport,0,5.10b/c,G,1.3,1,Fell/Hung,1
107235954,Gunnery Sergeant Hartman,2018-09-08,Sport,0,5.11a,G,2.8,1,Onsight/Flash,1
107235965,Dr. Strangelove,2017-10-08,Sport,0,5.9,G,3.1,1,Onsight/Flash,1
107246839,Fissureman's Friend,2022-08-05,Trad,0,5.8,G,2.6,1,Onsight/Flash,1
107246850,Gang of Foreplay,2022-08-05,Trad,0,5.10a,G,2.8,1,Onsight/Flash,1
107265899,Rooster Cogburn,2019-07-07,Sport,0,5.11d,G,3.2,1,Onsight/Flash,1
107281739,Aces High,2017-06-10,Sport,0,5.10-,G,3.1,1,Onsight/Flash,1
107283574,Entering Relativity,2024-01-28,Sport,0,5.10d,G,3.2,1,Onsight/Flash,1
107301050,Something's Always Wrong,2021-10-08,Sport,0,5.10d,G,3.6,1,Onsight/Flash,1
107308040,Winged Lizard,2018-06-03,Sport,0,5.10b,G,2.1,1,Onsight/Flash,1
107312510,Dost Mitra,2024-05-19,Sport,0,5.11a/b,G,3.7,1,Onsight/Flash,1
107329629,Hakuna Matata,2023-09-22,Sport,0,5.12a,G,3.7,1,Redpoint,3
107345189,Crack to Chimney,2020-01-20,Trad,0,5.7,G,1.9,1,Onsight/Flash,1
107365496,A Man from Laramie,2022-07-03,Sport,0,5.10c,G,2.4,1,Onsight/Flash,1
107379148,Hip to the Jive,2021-09-30,Sport,0,5.11b,G,3.3,1,Onsight/Flash,1
107379163,Wonkaholic,2021-09-30,Sport,0,5.10a,G,2.7,1,Onsight/Flash,1
107380855,Generation X,2018-01-14,Sport,0,5.11b,G,2.5,1,Fell/Hung,1
107381798,Deepwater Horizon,2023-03-18,Sport,0,5.12,G,3.4,1,Redpoint,2
107392396,Unknown,2018-04-22,Sport,0,5.10+,G,1.8,1,Onsight/Flash,1
107403063,[Redacted],2022-01-15,Sport,0,5.10d,G,2.8,1,Redpoint,2
107428294,Stone Hinge,2022-02-14,Sport,0,5.12d,G,4.0,1,Fell/Hung,1
107586304,Lamoidian Power Dance,2024-10-06,Sport,0,5.11b,G,2.4,1,Onsight/Flash,1
107631387,Bovine Intervention,2022-07-06,Sport,0,5.10d,G,2.0,1,Onsight/Flash,1
107677803,Whippers in Time,2020-09-19,Sport,0,5.12a,G,2.5,1,Redpoint,2
107681959,Gluttonous Ego,2020-11-29,Trad,0,5.8-,G,1.6,1,Onsight/Flash,1
107698417,Rufus' Roof Variation aka Climbing Sports,2019-08-28,Trad,0,5.10,G,2.1,1,Onsight/Flash,1
107711074,No Vacancy (submitted as No Math Required),2023-03-11,Sport,0,5.11-,G,2.4,1,Onsight/Flash,1
107714230,Robot Steamroller,2019-07-12,Sport,0,5.12a/b,G,3.8,1,Onsight/Flash,1
107714267,Vulcan Jessery,2019-07-12,Sport,0,5.12a,G,3.0,1,Onsight/Flash,1
107716738,Wrong End of a Gun,2022-07-01,Sport,0,5.11c,G,2.5,1,Fell/Hung,1
107728081,Rock Juice,2021-07-03,Sport,0,5.11,G,3.1,1,Onsight/Flash,1
107743283,Water into Wine,2018-07-17,Sport,0,5.9,G,3.1,1,Onsight/Flash,1
107755206,The Gooey Grasshopper,2023-08-13,Sport,0,5.11d,G,3.6,1,Onsight/Flash,1
107755218,Dirt Gator,2023-08-13,Sport,0,5.10b,G,3.1,1,Onsight/Flash,1
107755253,Suits and Boots,2023-08-13,Sport,0,5.8,G,2.8,1,Onsight/Flash,1
107755261,Red Dawn,2023-08-13,Sport,0,5.10c,G,2.9,1,Onsight/Flash,1
107758295,A Cougar One Bite Brownie,2024-09-05,Sport,0,5.10a,G,2.5,1,Onsight/Flash,1
107758342,Heavy Petting Action,2024-09-10,Sport,0,5.10b,G,2.7,1,Onsight/Flash,1
107774491,Shut the Fuck Up,2023-08-16,Sport,0,5.13a,G,3.9,1,Fell/Hung,2
107784443,Rachel's Route,2017-09-09,Sport,0,5.7,G,2.4,1,Onsight/Flash,1
107785133,Two Ducks and an Angel,2016-07-16,Sport,0,5.10c,G,2.8,1,Onsight/Flash,1
107852485,Jimboliar,2017-05-27,Sport,0,5.8,G,2.8,1,Onsight/Flash,1
107856016,Wedding Streak,2018-05-19,Sport,0,5.11a/b,G,2.3,1,Onsight/Flash,1
107856027,Straight Man,2018-05-19,Sport,0,5.10a,G,2.2,1,Onsight/Flash,1
107860363,Systemic Risk,2021-07-22,Sport,0,5.11b,G,2.1,1,Onsight/Flash,1
107934642,Ben,2021-10-01,Sport,0,5.11a,G,2.4,1,Fell/Hung,1
108043545,Swedish Fish,2023-09-28,Sport,0,5.12a,G,3.9,1,Redpoint,2
108127687,The Kip,2022-08-05,Trad,0,5.7,G,2.3,1,Onsight/Flash,1
108151365,The Opportunist,2017-08-27,Sport,0,5.11a,G,3.6,1,Onsight/Flash,1
108152210,Reef On It!,2017-08-27,Sport,0,5.10-,G,3.4,1,Onsight/Flash,1
108152226,Ginger Snap,2017-10-29,Sport,0,5.10a,G,2.8,1,Onsight/Flash,1
108159532,New Beginnings,2023-07-28,Trad,0,5.12b,G,3.7,1,Fell/Hung,1
108161029,80 Grit,2022-05-30,Sport,0,5.10b/c,G,2.6,1,Onsight/Flash,1
108172884,Beetle Byway,2023-09-02,Sport,0,5.8,G,3.3,1,Onsight/Flash,1
108175274,Ussen,2022-01-17,Sport,0,5.10-,G,2.0,1,Onsight/Flash,1
108182590,No Rain,2017-08-27,Sport,0,5.10+,G,2.8,1,Onsight/Flash,1
108185756,Chalkdust Tourture,2022-05-30,Sport,0,5.10,G,2.4,1,Onsight/Flash,1
108193179,Duck A Day,2017-09-09,Sport,0,5.9,G,2.2,1,Onsight/Flash,1
108226533,Wicked Gravity,2024-09-24,Sport,0,5.11a,G,3.8,1,Onsight/Flash,1
108226542,Turtle Mountain,2024-09-24,Sport,0,5.10b,G,3.3,1,Onsight/Flash,1
108226547,Public Enemy,2024-09-24,Sport,0,5.10a,G,3.3,1,Onsight/Flash,1
108233303,Shhhhh Eeep,2019-07-14,Sport,0,5.10a,G,2.5,1,Onsight/Flash,1
108233461,Mutt Ridin Monkey,2022-07-06,Sport,0,5.10d,G,2.9,1,Onsight/Flash,1
108252810,Peaceful Revolution,2018-05-19,Sport,0,5.10c,G,1.9,1,Onsight/Flash,1
108256301,Redmond Barry,2017-10-08,Sport,0,5.10b,G,2.7,1,Onsight/Flash,1
108259493,Elastic Man,2024-09-10,Sport,0,5.11c,G,3.4,1,Onsight/Flash,1
108263642,Full Metal Jacket,2018-07-08,Sport,0,5.10c,G,2.8,1,Onsight/Flash,1
108275813,Chewbacca,2022-08-02,Trad,0,5.10a/b,G,3.2,3,Onsight/Flash,1
108290668,Back for More,2020-12-25,Sport,0,5.10c,G,2.5,1,Onsight/Flash,1
108290711,Killer Queen,2017-10-22,Sport,0,5.9,G,2.4,1,Onsight/Flash,1
108301230,Hucky Sucky 5.10 Bucky,2020-09-13,Sport,0,5.10b,G,3.5,1,Onsight/Flash,1
